MOF 1 PBS Ar 410 460 nm 400us Delta OD 10 disparos repetido

Labels,1 410.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 420.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 430.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),1 440.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 450.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 460.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),
Type,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,
Comment,,,,,,,
Start,0.00,0.00,0.00,0.00,0.00,0.00,
Stop,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,
Step,40.00,40.00,40.00,40.00,40.00,40.00,
Fixed/Offset, , , , , , ,
XAxis,Time,Time,Time,Time,Time,Time,
YAxis,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,

155920.0000,-2.85064932E-2,-1.24038206E-2,2.70909835E-2,7.92071410E-3,7.66201038E-3,7.50284363E-3,
155960.0000,-4.30516228E-2,-4.29112092E-3,2.87099257E-2,1.27569204E-2,1.05197644E-2,9.45268292E-3,
1.56E05,7.04737678E-2,-1.66566821E-3,2.74712760E-2,1.34723810E-2,9.80669726E-3,8.55170004E-3,
156040.0000,-2.01211069E-2,-1.19889723E-2,2.72025634E-2,9.47788637E-3,6.58859219E-3,8.02560709E-3,
156080.0000,-1.05001759E-2,-3.23817804E-2,2.76501458E-2,1.23332934E-2,7.49083329E-3,9.42889322E-3,
156120.0000,-2.27864999E-2,-1.72083005E-2,2.96250433E-2,1.21323476E-2,9.63026471E-3,8.27230699E-3,
156160.0000,1.22755999E-2,-2.71309987E-2,2.63205059E-2,9.68797691E-3,8.02419893E-3,9.57523566E-3,
1.562E005,-5.92451990E-2,-4.30716202E-3,2.77146250E-2,1.07750576E-2,7.30580278E-3,1.07450020E-2,
156240.0000,-5.56092896E-2,-9.47149005E-3,3.07050291E-2,1.14714149E-2,8.90702661E-3,1.02165090E-2,
156280.0000,1.21307774E-2,-9.72578954E-3,2.83297971E-2,1.14553450E-2,8.35253578E-3,7.89316464E-3,
156320.0000,-8.88394043E-2,-1.74549296E-2,3.02463640E-2,8.58535990E-3,8.04214180E-3,8.91081337E-3,
156360.0000,3.19609419E-2,-4.29112092E-3,2.71913577E-2,1.38823148E-2,9.63757373E-3,9.57523566E-3,
1.564E005,-1.14563433E-3,-1.77981369E-2,3.00306715E-2,9.66584124E-3,8.71757790E-3,9.44744516E-3,
156440.0000,5.11196954E-3,-4.30716202E-3,2.88287941E-2,1.08051421E-2,8.91037937E-3,9.05610994E-3,
156480.0000,-4.28071953E-2,-3.07011940E-2,2.94347573E-2,1.43037112E-2,8.20091926E-3,9.69207846E-3,
156520.0000,-5.81006967E-2,-2.59609707E-2,2.78059691E-2,1.12527367E-2,9.07657482E-3,8.92581977E-3,
156560.0000,3.26201692E-2,-9.40269046E-3,2.86508761E-2,1.03818541E-2,8.20089225E-3,9.56981350E-3,
1.566E005,-4.41970378E-2,3.64111084E-3,2.78289430E-2,1.34406025E-2,6.59101875E-3,9.57519747E-3,
156640.0000,-4.20424342E-2,-1.79762132E-2,2.84000207E-2,1.32103069E-2,8.37124698E-3,9.18905437E-3,
156680.0000,-1.38876494E-2,-1.24585861E-2,3.16188447E-2,8.14707484E-3,9.63026378E-3,9.32474062E-3,
156720.0000,-8.71446580E-2,6.44248957E-3,2.89599001E-2,9.64824576E-3,8.38070363E-3,8.01442284E-3,
156760.0000,-8.01509153E-3,2.01100819E-2,2.71245334E-2,1.10391164E-2,1.03473682E-2,9.05864872E-3,
1.568E005,4.62520868E-2,-1.57835928E-3,2.76273172E-2,1.16844913E-2,1.03592798E-2,1.04777124E-2,
156840.0000,-1.42329976E-1,-9.76393931E-3,2.74147168E-2,1.30110858E-2,9.46095306E-3,7.89539516E-3,
156880.0000,1.25525491E-2,1.09467050E-3,2.94226203E-2,1.12161608E-2,6.05805404E-3,7.62875006E-3,
156920.0000,3.84215973E-2,-3.91696766E-2,2.82095689E-2,1.21494075E-2,1.00020729E-2,8.91832914E-3,
156960.0000,-6.58255070E-2,-2.30727829E-2,2.83531938E-2,1.10134874E-2,7.65352417E-3,9.69749223E-3,
1.57E05,-7.81679749E-2,-7.01012975E-3,2.76045576E-2,9.91572905E-3,6.93941861E-3,9.42889322E-3,
157040.0000,-8.28632787E-2,-3.08666732E-2,2.93379147E-2,1.14499768E-2,7.29772821E-3,9.05103516E-3,
157080.0000,-4.10642177E-2,-4.29112092E-3,2.94834115E-2,1.23391114E-2,8.72406736E-3,9.30646807E-3,
157120.0000,-5.46542071E-2,-3.78594212E-2,2.85433941E-2,1.08000664E-2,7.47701991E-3,9.95001104E-3,
157160.0000,3.15167494E-2,-1.57395136E-2,2.79961154E-2,1.27509693E-2,9.80669726E-3,9.30128992E-3,
1.572E005,-2.20888369E-2,-1.79761630E-2,2.93862689E-2,1.23506635E-2,8.90373066E-3,8.78071971E-3,
157240.0000,-3.31357867E-2,-1.25700952E-2,2.92928759E-2,1.16681075E-2,7.30580278E-3,9.81964450E-3,
157280.0000,2.56402697E-2,-5.59379049E-2,2.98400242E-2,1.16899190E-2,8.03016126E-3,9.18909349E-3,
157320.0000,-7.83832669E-2,-6.96878089E-3,2.66999677E-2,1.07900612E-2,8.73390120E-3,9.69756860E-3,
157360.0000,-6.04806952E-2,-2.51566228E-2,2.73921601E-2,1.12475613E-2,8.72734282E-3,9.68398899E-3,
1.574E005,1.87439509E-2,-3.91696282E-2,2.83765476E-2,1.05570257E-2,1.10482033E-2,8.68218485E-3,
157440.0000,-2.20888052E-2,-3.12039312E-2,2.74486225E-2,1.03579117E-2,8.02419893E-3,9.31430608E-3,
157480.0000,-2.35067829E-2,-3.63843031E-2,2.85316501E-2,1.12161599E-2,7.84154609E-3,7.36875739E-3,
157520.0000,4.31861244E-2,-2.58228853E-2,2.99687292E-2,1.25747826E-2,9.43589490E-3,8.26774258E-3,
157560.0000,-2.14126781E-2,-1.49255451E-2,2.79384460E-2,1.25511717E-2,8.00926983E-3,9.29603912E-3,
1.576E005,-4.01156247E-2,-2.55515389E-2,2.76159327E-2,1.03435526E-2,6.93690544E-3,9.44205932E-3,
157640.0000,-1.74299553E-2,-1.75391641E-2,2.73359343E-2,1.14660310E-2,8.89695995E-3,7.88878277E-3,
157680.0000,-5.68824969E-2,-1.21398373E-2,3.03618908E-2,1.03674214E-2,8.20705108E-3,8.40704795E-3,
157720.0000,-8.00894690E-4,-2.61010937E-2,2.83415075E-2,1.19195040E-2,9.26669780E-3,8.66278261E-3,
157760.0000,-5.68352416E-2,-1.73716173E-2,2.93862950E-2,1.08151464E-2,8.20089225E-3,1.02136657E-2,
1.578E005,-1.61733236E-2,9.17094480E-3,2.96740308E-2,1.27689075E-2,7.31389737E-3,8.91081337E-3,
157840.0000,5.11203287E-3,-1.77107956E-2,2.73809228E-2,1.27689401E-2,6.76536513E-3,9.05111339E-3,
157880.0000,2.53477693E-2,-3.61838974E-2,2.87574232E-2,1.17008900E-2,9.62664001E-3,8.65074154E-3,
157920.0000,-9.02323648E-2,-9.72578954E-3,2.88525131E-2,1.43037438E-2,6.25985255E-3,9.05614812E-3,
157960.0000,2.52427347E-2,1.11781042E-2,2.63204779E-2,1.36776576E-2,7.13420799E-3,8.53495393E-3,
1.58E05,-8.12496245E-2,9.79639590E-4,2.77945381E-2,1.29439579E-2,8.38384405E-3,7.10504875E-3,
158040.0000,3.21181267E-2,-1.49255963E-2,2.86981165E-2,1.23332934E-2,8.37130006E-3,9.29087307E-3,
158080.0000,-8.71446282E-2,-3.08666732E-2,2.73471605E-2,1.14446804E-2,9.60837957E-3,9.18132532E-3,
158120.0000,1.11595439E-2,-3.02161910E-2,2.75931638E-2,1.03435526E-2,8.71428382E-3,7.62867322E-3,
158160.0000,-2.69905049E-2,-4.29904414E-3,2.89240237E-2,1.10237235E-2,8.35253578E-3,9.57254414E-3,
1.582E005,-9.65642184E-2,-1.64150924E-3,2.55940519E-2,1.41468244E-2,9.09715332E-3,8.41416419E-3,
158240.0000,-1.57895371E-1,3.55346524E-3,2.92084236E-2,1.25570986E-2,7.30044348E-3,1.04628885E-2,
158280.0000,-7.23518282E-2,1.16312439E-2,2.79384758E-2,1.19083449E-2,8.57340917E-3,8.66520312E-3,
158320.0000,-5.92451096E-2,-4.29909304E-3,2.63422094E-2,1.18916165E-2,7.31657352E-3,7.50903646E-3,
158360.0000,-8.34424272E-2,-1.22434795E-2,2.79270094E-2,1.07801408E-2,1.08762635E-2,7.49459118E-3,
1.584E005,1.86483413E-2,-2.58228369E-2,2.88644005E-2,9.66584124E-3,9.26322583E-3,9.82240681E-3,
158440.0000,-1.06289700E-1,-6.92843460E-3,2.87218522E-2,1.07552335E-2,7.13952025E-3,8.27695336E-3,
158480.0000,-3.48307900E-2,-2.81338785E-2,2.79960874E-2,9.70576704E-3,6.95469929E-3,8.80033802E-3,
158520.0000,-4.06090580E-2,3.42576602E-3,2.99687311E-2,1.09828711E-2,9.60114319E-3,9.05618630E-3,
158560.0000,-1.09955713E-1,9.41408798E-3,2.84963660E-2,1.25275906E-2,7.66485231E-3,8.40716343E-3,
1.586E005,-2.77368817E-2,-2.78387386E-2,2.85669416E-2,1.25511717E-2,8.91040545E-3,8.53975862E-3,
158640.0000,-5.81007600E-2,-7.09598698E-3,3.01963985E-2,1.28050167E-2,9.96790081E-3,8.39542132E-3,
158680.0000,5.29107973E-2,-1.48569969E-2,2.78174635E-2,8.78444314E-3,7.47980969E-3,8.78566317E-3,
158720.0000,-3.31357904E-2,8.43377202E-4,2.90904120E-2,1.07701430E-2,8.38381704E-3,8.40954762E-3,
158760.0000,-2.24627554E-3,-9.61408857E-3,2.77945641E-2,8.81628878E-3,6.40950119E-3,9.30911768E-3,
1.588E005,-7.12170750E-2,-3.13757136E-2,2.97539923E-2,1.38757806E-2,8.88699666E-3,8.53019301E-3,
158840.0000,-1.72069781E-2,-1.21913441E-2,2.73808949E-2,1.16517749E-2,9.80302785E-3,7.38098240E-3,
158880.0000,-5.11687761E-3,-1.25139393E-2,3.07812132E-2,1.23739401E-2,8.73059407E-3,7.24085374E-3,
158920.0000,-2.14127097E-2,9.01383720E-3,2.61200909E-2,1.38823483E-2,7.84157217E-3,8.52313917E-3,
158960.0000,-1.89046375E-2,-6.64463565E-2,2.77716219E-2,1.07850991E-2,7.84738082E-3,8.78807995E-3,
1.59E05,-6.78141490E-2,-4.31134691E-3,2.79961154E-2,1.29866013E-2,7.84451514E-3,8.77337251E-3,
159040.0000,-6.69984194E-3,-2.79854871E-2,2.63313111E-2,1.01019591E-2,8.37130006E-3,9.95838270E-3,
159080.0000,-7.96852782E-2,-3.03759184E-2,2.82212514E-2,1.08000664E-2,7.30041694E-3,9.30650719E-3,
159120.0000,-1.38875889E-2,-9.36889555E-3,2.76159607E-2,1.10340128E-2,8.19173828E-3,9.31169279E-3,
159160.0000,-3.91953029E-2,-2.02378985E-2,2.92808078E-2,1.34533076E-2,6.77273376E-3,7.88659416E-3,
1.592E005,-4.51714583E-2,-3.34338918E-2,2.91144736E-2,1.12475278E-2,9.09712724E-3,8.39775894E-3,
159240.0000,-3.83020304E-2,3.68581479E-3,2.72585601E-2,1.25159360E-2,7.67341955E-3,8.00334755E-3,
159280.0000,-1.54844329E-1,2.77680550E-2,2.84612011E-2,1.16463518E-2,7.65917031E-3,7.89539609E-3,
159320.0000,2.56403033E-2,1.21563079E-3,2.79615168E-2,1.05814869E-2,8.37437902E-3,9.81960539E-3,
159360.0000,-3.04075703E-3,9.17094480E-3,2.83414777E-2,1.12422584E-2,8.91709235E-3,7.76953576E-3,
1.594E005,-9.47344527E-2,-5.30603267E-2,2.62063276E-2,1.10134874E-2,8.20091926E-3,8.40243883E-3,
159440.0000,-5.92451729E-2,-1.22962547E-2,2.70351991E-2,9.26302746E-3,7.82990362E-3,1.00803785E-2,
159480.0000,-2.69905366E-2,-2.49012895E-2,2.80192010E-2,1.36389267E-2,8.01821984E-3,8.01672600E-3,
159520.0000,-9.81765762E-2,-3.65871638E-2,2.74373367E-2,9.90207586E-3,7.31657352E-3,7.89097324E-3,
159560.0000,-8.63777474E-2,-9.61413793E-3,2.89001558E-2,1.23159755E-2,8.19782913E-3,9.68931615E-3,
1.596E005,-3.15395072E-2,-2.27194335E-2,2.75932178E-2,9.92025621E-3,5.88527136E-3,9.43944696E-3,
159640.0000,-1.35553151E-1,-7.14055123E-3,2.68235467E-2,1.07801082E-2,9.07660089E-3,8.66516586E-3,
159680.0000,-7.52735585E-2,-6.98927790E-3,2.78582796E-2,1.03340587E-2,8.20398424E-3,9.44209844E-3,
159720.0000,-9.65641588E-2,-4.90710959E-2,2.83648670E-2,1.14393570E-2,6.59825653E-3,9.81688313E-3,
159760.0000,-5.10664620E-2,-2.62428261E-2,2.84494702E-2,1.16789686E-2,6.23270916E-3,8.26318469E-3,
1.598E005,-2.27864999E-2,-3.67926136E-2,2.70686075E-2,8.35871231E-3,8.90702661E-3,8.26770533E-3,
159840.0000,-2.14126483E-2,3.64120957E-3,2.77145691E-2,1.03531322E-2,7.48529052E-3,8.77830759E-3,
159880.0000,-8.00955575E-4,6.50529144E-3,2.84611192E-2,1.10185696E-2,7.83283729E-3,8.25622305E-3,
159920.0000,-9.29607898E-2,1.03642291E-3,2.69908402E-2,1.01018930E-2,8.19479581E-3,8.53023119E-3,
159960.0000,-1.02417797E-1,-1.49950869E-2,2.86981184E-2,9.24196001E-3,9.62299202E-3,9.05103609E-3,
1.6E05,-1.23463897E-2,-2.97484100E-2,2.96250433E-2,1.38823148E-2,8.02417286E-3,9.18397773E-3,
160040.0000,-1.89046077E-2,-2.29536053E-2,2.89239958E-2,1.01250932E-2,9.06292908E-3,8.79549142E-3,
160080.0000,-1.00237720E-1,1.75938252E-2,2.87099537E-2,7.90658500E-3,7.82699883E-3,8.91330373E-3,
160120.0000,-6.14166968E-2,-2.58228350E-2,2.57518645E-2,1.31979361E-2,6.40715100E-3,8.65553133E-3,
160160.0000,-3.15395407E-2,-2.30727848E-2,2.96128225E-2,1.05618695E-2,6.23268308E-3,8.52781441E-3,
1.602E005,6.66271970E-2,-4.30312799E-3,2.85198074E-2,1.14234500E-2,9.27019864E-3,8.52547586E-3,
160240.0000,-3.09662297E-2,-4.68260832E-2,2.81979516E-2,8.79633427E-3,7.48249609E-3,9.29607730E-3,
160280.0000,-4.01156209E-2,-3.65871899E-2,2.65904963E-2,7.71529181E-3,9.80669726E-3,9.30389762E-3,
160320.0000,-5.32690175E-2,-3.39892842E-2,2.84729134E-2,9.67471488E-3,7.30313547E-3,6.73243869E-3,
160360.0000,-4.61751595E-2,1.41247036E-2,2.85434220E-2,1.23390779E-2,7.30044395E-3,7.62027502E-3,
1.604E005,-1.16879612E-1,-2.76937988E-2,2.74260081E-2,1.01064974E-2,9.58665460E-3,8.13550502E-3,
160440.0000,-9.37237367E-2,-6.94848457E-3,2.87217963E-2,1.03530986E-2,8.53811111E-3,8.91832821E-3,
160480.0000,-2.27864664E-2,-1.17959566E-2,2.90904120E-2,1.18749719E-2,7.28967227E-3,8.91583506E-3,
160520.0000,2.56402697E-2,1.12666544E-2,2.79154982E-2,1.07751554E-2,9.07657482E-3,9.56443697E-3,
160560.0000,-1.41625540E-4,3.73101910E-3,2.64557432E-2,1.10032717E-2,1.04917027E-2,8.66278261E-3,
1.606E005,-6.14166148E-2,-2.61011403E-2,2.82947943E-2,1.14393895E-2,6.04933733E-3,7.89101142E-3,
160640.0000,-4.61751334E-2,-2.59610713E-2,3.08827013E-2,1.05618685E-2,6.40950119E-3,9.04592965E-3,
160680.0000,-5.16830347E-2,6.19887142E-3,2.82832105E-2,1.18584102E-2,6.04716269E-3,8.29077046E-3,
160720.0000,-2.27865297E-2,-1.62923092E-3,2.59520151E-2,1.12579493E-2,7.82412384E-3,9.29864403E-3,
160760.0000,-6.58255741E-2,-6.98932773E-3,2.79384479E-2,1.05326893E-2,6.77023130E-3,9.31169279E-3,
1.608E005,-7.37902373E-2,-6.98927790E-3,2.95761917E-2,9.91117395E-3,8.55093636E-3,8.40482023E-3,
160840.0000,-4.51690890E-2,3.26725803E-2,2.72473861E-2,9.67468228E-3,8.71104654E-3,8.65794718E-3,
160880.0000,-1.87725946E-2,-1.80668421E-2,2.91145016E-2,1.18694669E-2,1.01477345E-2,6.71957154E-3,
160920.0000,-4.10642773E-2,-3.05374265E-2,2.77032144E-2,1.23332934E-2,1.10186469E-2,8.14681966E-3,
160960.0000,-7.12515786E-3,-1.48569969E-2,2.53524166E-2,1.18750036E-2,8.53172783E-3,9.45006311E-3,
1.61E05,-6.35998249E-2,-2.00373176E-2,2.81051174E-2,9.47788637E-3,8.72736890E-3,8.53257254E-3,
161040.0000,1.87438894E-2,8.78515188E-3,2.77487990E-2,9.68354102E-3,8.56375042E-3,8.92581977E-3,
161080.0000,-2.14126483E-2,-1.44623537E-2,2.71357093E-2,9.89296474E-3,6.58143125E-3,8.28618463E-3,
161120.0000,3.24475132E-2,-4.30307817E-3,2.79845167E-2,1.12109557E-2,8.90705269E-3,7.88882188E-3,
161160.0000,-4.40933183E-2,-4.30716202E-3,2.73808669E-2,1.09931109E-2,9.09712724E-3,7.76518555E-3,
1.612E005,2.54026633E-2,-1.64155872E-3,2.66560670E-2,8.57370999E-3,7.65063846E-3,8.79053678E-3,
161240.0000,1.86483413E-2,-1.77107453E-2,2.55206022E-2,1.25452513E-2,8.54130741E-3,9.05103609E-3,
161280.0000,-1.08275317E-1,-1.60411280E-3,2.57625319E-2,9.22099873E-3,8.73392820E-3,9.43414774E-3,
161320.0000,-7.06584826E-2,-6.96868217E-3,2.78174654E-2,9.48222540E-3,7.66198384E-3,8.01449921E-3,
161360.0000,-8.62479061E-2,1.69444382E-2,2.72024833E-2,1.10237235E-2,8.70770495E-3,8.91334284E-3,
1.614E005,-2.93004513E-2,-6.92838524E-3,2.70798169E-2,9.46492702E-3,8.57666042E-3,8.15131608E-3,
161440.0000,-8.52449015E-2,1.66956726E-2,2.82212235E-2,9.22096614E-3,8.35882500E-3,7.88878277E-3,
161480.0000,-1.27543494E-1,-2.74090208E-2,3.10219191E-2,1.29987979E-2,1.06592998E-2,9.31953918E-3,
161520.0000,-3.57181691E-2,-1.76243782E-2,2.83064973E-2,1.23448679E-2,9.25272144E-3,8.14682059E-3,
161560.0000,-1.04364261E-1,-1.96504109E-2,2.75818612E-2,7.24038482E-3,7.67339254E-3,8.67243391E-3,
1.616E005,-7.37902373E-2,-2.50281449E-2,2.93862950E-2,9.03141033E-3,8.01523402E-3,7.62238214E-3,
161640.0000,-1.05001433E-2,-4.29909304E-3,2.83648930E-2,1.14928419E-2,7.66767003E-3,7.76087912E-3,
161680.0000,-2.85065267E-2,-1.21397879E-2,2.75818352E-2,1.09829372E-2,5.87051455E-3,7.49248313E-3,
161720.0000,1.86968949E-2,-2.82841884E-2,2.74260081E-2,1.14446804E-2,8.54130741E-3,7.49244494E-3,
161760.0000,-7.35742897E-2,3.05489693E-2,2.68015228E-2,1.05814533E-2,6.75544562E-3,7.11875455E-3,
1.618E005,-4.72094715E-2,-2.61010900E-2,3.05777211E-2,9.87941585E-3,5.34008676E-3,8.40009842E-3,
161840.0000,-1.09955765E-1,-2.27194335E-2,2.90424656E-2,1.14180492E-2,9.25272144E-3,9.31169279E-3,
161880.0000,-8.28632489E-2,-4.32401290E-3,3.02744042E-2,1.25570651E-2,9.05952509E-3,8.64829216E-3,
161920.0000,-3.39703709E-2,-1.24585861E-2,2.55835596E-2,9.63942613E-3,7.66485231E-3,8.26314557E-3,
161960.0000,4.51369993E-2,1.17251594E-2,2.72249300E-2,9.68801044E-3,1.03237638E-2,9.67300870E-3,
1.62E05,-8.41156542E-2,6.50524022E-3,2.88763288E-2,1.16681075E-2,7.49358116E-3,9.95846000E-3,
162040.0000,-1.04428835E-1,-4.28723032E-3,2.84612011E-2,9.24189389E-3,9.08678491E-3,9.04596876E-3,
162080.0000,-6.92139566E-2,-9.33544803E-3,2.62126829E-2,8.36250652E-3,8.19171220E-3,8.02337471E-3,
162120.0000,-9.69048887E-2,1.95307694E-2,2.82832086E-2,1.27509693E-2,8.18557758E-3,8.79795291E-3,
162160.0000,-1.55748213E-2,-2.27194838E-2,2.74260081E-2,1.32228006E-2,8.72734282E-3,9.30389669E-3,
1.622E005,3.33703496E-2,1.70711186E-2,2.88287941E-2,9.67022590E-3,8.54133442E-3,7.23682484E-3,
162240.0000,-1.67913102E-2,-1.50653897E-2,2.79155262E-2,1.27390502E-2,7.12906383E-3,8.53257254E-3,
162280.0000,-9.05880257E-2,-1.81587785E-2,2.96128225E-2,1.12422258E-2,8.90370365E-3,8.40950850E-3,
162320.0000,2.50962637E-2,2.51817740E-2,2.70130001E-2,1.18916156E-2,9.43238381E-3,7.24481000E-3,
162360.0000,1.03952000E-2,-3.63843478E-2,2.81282607E-2,9.45194345E-3,8.00328888E-3,8.01664870E-3,
1.624E005,-7.56338472E-3,-1.20889470E-2,2.88644303E-2,1.12266168E-2,9.79179982E-3,7.24880956E-3,
162440.0000,-1.74298882E-2,9.09193046E-3,2.92325001E-2,9.44763422E-3,9.43948794E-3,8.78811814E-3,
162480.0000,-1.14563433E-3,-3.28983068E-2,2.85551231E-2,1.03340251E-2,9.03915707E-3,8.91832821E-3,
162520.0000,1.84375905E-2,-2.56863013E-2,2.65539270E-2,1.14500113E-2,9.09369439E-3,8.00556783E-3,
162560.0000,-6.30687028E-2,-2.33157650E-2,2.80704796E-2,1.18860947E-2,9.81042162E-3,8.65315460E-3,
1.626E005,-3.85559462E-2,-6.88905362E-3,2.57308055E-2,8.37004278E-3,9.95659269E-3,7.89759029E-3,
162640.0000,-4.72095050E-2,2.93271150E-2,2.55835317E-2,1.08100921E-2,6.77031092E-3,8.41181632E-3,
162680.0000,-3.57182026E-2,-2.36917157E-2,2.83415057E-2,9.89299826E-3,8.18255451E-3,8.27238429E-3,
162720.0000,-5.21513261E-2,-9.54195298E-3,2.77487990E-2,9.67022590E-3,9.63026471E-3,8.53261072E-3,
162760.0000,-4.20424007E-2,-3.05375718E-2,2.77487710E-2,1.07651344E-2,9.24572349E-3,7.23885791E-3,
1.628E005,5.85787883E-3,-2.00373176E-2,2.86272895E-2,7.69117940E-3,1.01477606E-2,9.29607730E-3,
162840.0000,-5.81007563E-2,-2.75505390E-2,2.80935895E-2,1.01111727E-2,9.96411964E-3,8.13772809E-3,
162880.0000,-3.91953029E-2,-2.81339269E-2,2.70797908E-2,1.23332934E-2,6.93944516E-3,8.65315460E-3,
162920.0000,-1.89046096E-2,-1.48569969E-2,2.66560689E-2,1.25335259E-2,9.07315966E-3,8.54445342E-3,
162960.0000,1.19814603E-2,-1.21397888E-2,2.51840502E-2,1.05667487E-2,8.37127399E-3,9.06631257E-3,
1.63E05,-1.06289700E-1,-9.68816131E-3,2.85433959E-2,1.10186031E-2,7.82993063E-3,6.84739882E-3,
163040.0000,-2.55634114E-2,6.63327146E-3,2.53732577E-2,1.21039404E-2,7.12115178E-3,8.39779805E-3,
163080.0000,-3.66339386E-2,-6.88905409E-3,3.08827292E-2,1.07850656E-2,9.42523777E-3,8.13998934E-3,
163120.0000,-1.16139919E-1,-3.03758681E-2,2.76273452E-2,8.56601726E-3,1.12069743E-2,9.04347561E-3,
163160.0000,-2.62663607E-2,1.00788195E-3,3.03118452E-2,8.58920719E-3,7.84154609E-3,9.94993374E-3,
1.632E005,-1.67913456E-2,6.13979576E-3,2.62988955E-2,1.00972932E-2,8.89033265E-3,8.65074154E-3,
163240.0000,6.31905952E-3,-3.63843031E-2,2.88525410E-2,1.01158507E-2,9.08683892E-3,8.79307091E-3,
163280.0000,-2.63704755E-3,-3.28984037E-2,2.73921601E-2,8.79633427E-3,8.73390120E-3,7.62023637E-3,
163320.0000,-2.20888034E-2,6.13979483E-3,2.75931917E-2,1.10134874E-2,9.79925506E-3,8.27238429E-3,
163360.0000,-4.40932885E-2,-2.51566228E-2,2.86862645E-2,1.21266609E-2,9.59394593E-3,9.29603912E-3,
1.634E005,-7.06585124E-2,-9.36884899E-3,2.89708786E-2,1.12265842E-2,8.91381409E-3,8.00775085E-3,
163440.0000,-2.07570158E-2,-3.03759146E-2,2.73247175E-2,8.56216066E-3,8.91711842E-3,7.89320283E-3,
163480.0000,-1.00237764E-1,-6.94848457E-3,2.73809228E-2,1.09778251E-2,8.71749874E-3,8.39308463E-3,
163520.0000,5.44586405E-2,9.41408798E-3,2.62341481E-2,6.80576032E-3,1.10355001E-2,7.88444467E-3,
163560.0000,-2.77369078E-2,6.31914195E-3,2.72137281E-2,1.01251584E-2,1.04877381E-2,9.57792997E-3,
1.636E005,-7.52822310E-2,8.86039156E-3,2.61631366E-2,9.45194345E-3,9.09710024E-3,8.00782721E-3,
163640.0000,-3.18405107E-2,9.09188110E-3,2.86981445E-2,9.22931824E-3,7.83574674E-3,9.68663301E-3,
163680.0000,-3.01199574E-2,-1.76244285E-2,2.86862925E-2,9.67910886E-3,9.07999370E-3,8.26540589E-3,
163720.0000,-5.32689840E-2,3.73101910E-3,2.70686615E-2,7.92418886E-3,8.01222399E-3,9.81140416E-3,
163760.0000,-2.07570456E-2,-2.27194838E-2,2.81398464E-2,1.03483228E-2,8.39010440E-3,8.78811814E-3,
1.638E005,-2.07570773E-2,3.68581479E-3,2.65795980E-2,1.10186031E-2,9.23528802E-3,8.40716343E-3,
163840.0000,-7.06584528E-2,5.45593575E-2,2.76274011E-2,1.25452178E-2,7.83281028E-3,6.34085434E-3,
163880.0000,-6.87682107E-2,-3.32532302E-2,2.52254512E-2,9.89299826E-3,6.41177408E-3,8.65066517E-3,
163920.0000,-2.85064969E-2,-4.30307817E-3,2.58987695E-2,1.10134874E-2,7.49638537E-3,9.56985261E-3,
163960.0000,8.03660676E-2,-1.71246286E-3,2.56885737E-2,8.12876970E-3,9.08344053E-3,8.26774258E-3,
1.64E05,3.24474834E-2,6.31919084E-3,2.90664472E-2,1.01019256E-2,1.05077028E-2,9.04339924E-3,
164040.0000,5.36828628E-3,-9.50650964E-3,2.77145412E-2,1.12318359E-2,9.96790081E-3,7.22885923E-3,
164080.0000,1.29388683E-2,-4.24541235E-2,2.68345699E-2,1.18528903E-2,8.54450557E-3,7.88003486E-3,
164120.0000,2.52427347E-2,-1.52085880E-2,2.91604158E-2,9.70131252E-3,9.80300177E-3,6.72325306E-3,
164160.0000,-7.36901537E-2,1.00783282E-3,2.75704879E-2,1.38757471E-2,9.42518469E-3,7.50284363E-3,
1.642E005,-9.42576006E-2,-2.56863534E-2,2.79499777E-2,1.01065310E-2,7.83283729E-3,7.37894187E-3,
164240.0000,4.70564067E-2,-3.78996581E-2,2.81166844E-2,9.71022528E-3,1.24637671E-2,9.68939345E-3,
164280.0000,4.84756986E-3,-4.08206731E-2,2.81514972E-2,9.43903066E-3,6.60063792E-3,1.00605385E-2,
164320.0000,3.29826921E-2,-6.92848349E-3,2.70909816E-2,1.18916491E-2,6.76531205E-3,7.36672431E-3,
164360.0000,2.52944436E-2,-3.98405790E-2,2.77601909E-2,1.27929887E-2,8.37132707E-3,7.49662379E-3,
