MOF 1 PBS Ar 410 460 nm 400us Delta OD 10 disparos repetido

Labels,1 410.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 420.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 430.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),1 440.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 450.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 460.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),
Type,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,
Comment,,,,,,,
Start,0.00,0.00,0.00,0.00,0.00,0.00,
Stop,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,
Step,40.00,40.00,40.00,40.00,40.00,40.00,
Fixed/Offset, , , , , , ,
XAxis,Time,Time,Time,Time,Time,Time,
YAxis,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,

1.644E005,-2.77369395E-2,5.91041986E-3,2.51530930E-2,8.55830777E-3,1.06918430E-2,1.02021936E-2,
164440.0000,-3.09661627E-2,-9.72578861E-3,2.96372734E-2,1.23448689E-2,8.00926983E-3,8.81270971E-3,
164480.0000,2.54593864E-2,8.78505409E-3,2.84728855E-2,1.10442908E-2,8.38070363E-3,7.74156349E-3,
164520.0000,-7.96852484E-2,-6.92848349E-3,2.62988694E-2,9.47791897E-3,8.90038349E-3,9.30650719E-3,
164560.0000,-6.78141415E-2,-2.27194838E-2,2.85198353E-2,9.68354102E-3,8.19479581E-3,7.23088766E-3,
1.646E005,5.61682601E-3,-1.51365669E-2,2.66014002E-2,1.10134874E-2,8.38067755E-3,9.04850103E-3,
164640.0000,-3.04075703E-3,6.56877877E-3,2.68566497E-2,9.67022683E-3,7.66482623E-3,8.91829003E-3,
164680.0000,-4.30515930E-2,-9.57787503E-3,2.44280156E-2,1.05667487E-2,8.90367758E-3,9.43414774E-3,
164720.0000,-9.65641588E-2,-2.84363534E-2,2.68015228E-2,9.71918926E-3,7.82122370E-3,8.78317095E-3,
164760.0000,9.91906077E-2,1.13560744E-2,2.79730111E-2,9.91117302E-3,8.89701303E-3,7.11091561E-3,
1.648E005,-1.00402862E-1,3.73101910E-3,2.81166844E-2,1.10032717E-2,6.57903915E-3,7.22488295E-3,
164840.0000,3.89390327E-2,-2.85904631E-2,2.91723814E-2,8.58145021E-3,1.03513449E-2,9.68391169E-3,
164880.0000,-1.95038430E-2,-1.72379392E-3,2.73808949E-2,9.89756826E-3,7.83569366E-3,1.03354352E-2,
164920.0000,5.85787976E-3,3.59704671E-3,2.89001558E-2,1.08101582E-2,9.09023825E-3,9.42889322E-3,
164960.0000,-7.06584826E-2,8.86039156E-3,2.73471344E-2,1.14553450E-2,8.53808504E-3,9.44209751E-3,
1.65E05,-7.56335491E-3,-2.30728351E-2,2.66232658E-2,1.14768054E-2,5.69989299E-3,8.00334755E-3,
165040.0000,-1.14622563E-1,-1.76243782E-2,2.61631627E-2,1.05961701E-2,4.63513471E-3,7.89093506E-3,
165080.0000,-1.04500800E-1,-2.39504464E-2,2.62234509E-2,1.16735194E-2,1.01362029E-2,8.79795291E-3,
165120.0000,5.11200028E-3,-2.87464466E-2,2.75478233E-2,9.25038755E-3,9.08683892E-3,7.88221974E-3,
165160.0000,-2.85065565E-2,-2.82842368E-2,2.85552051E-2,1.12057244E-2,6.94193318E-3,1.05903428E-2,
1.652E005,-7.56338658E-3,4.69807908E-2,2.84729134E-2,9.48660169E-3,8.56051035E-3,9.03080218E-3,
165240.0000,-7.23518506E-2,-1.49949873E-2,2.76615322E-2,6.82358351E-3,7.29770120E-3,7.50699639E-3,
165280.0000,-4.20424044E-2,-9.47149005E-3,2.73696128E-2,1.34215271E-2,6.06896402E-3,7.23682484E-3,
165320.0000,-7.56338658E-3,-1.76243298E-2,2.52902210E-2,1.07750902E-2,1.12327915E-2,9.70295072E-3,
165360.0000,-7.21497759E-2,-2.28358787E-2,2.73584221E-2,8.15076753E-3,9.09366738E-3,7.49670062E-3,
1.654E005,-1.00402862E-1,-3.47629748E-2,2.70797908E-2,1.14393234E-2,8.91040545E-3,8.39308463E-3,
165440.0000,3.22802290E-2,-9.54195298E-3,2.76804809E-2,1.03435852E-2,8.18865653E-3,1.00605767E-2,
165480.0000,-2.42507607E-2,-1.48570472E-2,2.52150595E-2,9.91117395E-3,7.83283729E-3,8.52310006E-3,
165520.0000,-4.66355035E-4,-1.21398373E-2,2.70686895E-2,1.00926328E-2,6.22595893E-3,9.30385944E-3,
165560.0000,-1.49949873E-2,1.14466725E-2,2.86745057E-2,9.22938343E-3,8.90035741E-3,7.50076910E-3,
1.656E005,-5.81007600E-2,-2.28358284E-2,2.72025652E-2,9.70573351E-3,1.01477606E-2,8.40247795E-3,
165640.0000,-2.85064932E-2,-1.74548812E-2,2.81746928E-2,1.05472896E-2,8.37440602E-3,7.23287789E-3,
165680.0000,4.58687469E-2,-1.54303499E-2,2.93621104E-2,1.28050493E-2,9.09366831E-3,8.40482023E-3,
165720.0000,-6.92139864E-2,1.03642233E-3,2.57413182E-2,1.07800430E-2,8.54453165E-3,8.53019301E-3,
165760.0000,-7.68037289E-2,-1.65368710E-3,2.77259592E-2,1.03387861E-2,7.82699883E-3,1.05843674E-2,
1.658E005,4.74788062E-2,-1.66571711E-3,2.62556765E-2,1.16789686E-2,6.41182717E-3,9.80310235E-3,
165840.0000,-4.41970378E-2,1.69444885E-2,2.69686896E-2,1.09982379E-2,6.94707595E-3,7.75232026E-3,
165880.0000,-5.16830049E-2,1.15384208E-2,2.71913297E-2,9.03552026E-3,6.75544562E-3,6.08121138E-3,
165920.0000,-1.18333533E-1,-1.65373646E-3,2.47957204E-2,1.38626993E-2,1.01285400E-2,7.09919259E-3,
165960.0000,-3.23258713E-2,-2.01369971E-2,2.73808669E-2,1.21209808E-2,6.95725298E-3,8.92324466E-3,
1.66E05,-5.05110435E-2,-3.17258649E-2,2.63638925E-2,1.01065300E-2,8.37440602E-3,8.40013660E-3,
166040.0000,-2.14126147E-2,-1.73716657E-2,2.68125292E-2,9.67907626E-3,8.55411682E-3,9.68387444E-3,
166080.0000,-8.39071423E-2,-2.01369468E-2,2.77373344E-2,1.12213688E-2,8.37756693E-3,7.49873416E-3,
166120.0000,-8.08574334E-2,-6.94838632E-3,2.84494702E-2,1.03579117E-2,8.90033040E-3,8.53023119E-3,
166160.0000,5.39258346E-2,1.16312439E-2,2.66341716E-2,9.45622288E-3,7.81543180E-3,7.10700313E-3,
1.662E005,-4.82758954E-2,-1.53554725E-2,2.77373604E-2,9.26722679E-3,7.30582932E-3,8.52781441E-3,
166240.0000,-2.77368780E-2,-9.65089723E-3,2.58775353E-2,1.05716670E-2,9.08686500E-3,7.11479411E-3,
166280.0000,-8.96171201E-3,1.03642233E-3,2.76804809E-2,1.14447139E-2,9.81044862E-3,7.35657616E-3,
166320.0000,5.36831701E-3,-7.05246767E-3,2.66232118E-2,1.31978709E-2,8.01523402E-3,9.03841760E-3,
166360.0000,-1.50120549E-3,-1.20387580E-2,2.71578692E-2,1.23390779E-2,7.82122370E-3,7.99665693E-3,
1.664E005,-7.21497461E-2,2.25799978E-2,2.66670305E-2,1.19138882E-2,8.90705362E-3,8.00564513E-3,
166440.0000,1.84376594E-2,-3.07010952E-2,2.77032144E-2,1.01112053E-2,7.31657352E-3,7.88440648E-3,
166480.0000,-1.41564917E-4,-3.05374265E-2,2.60986909E-2,1.10186031E-2,6.58861920E-3,7.24484865E-3,
166520.0000,-1.61733255E-2,-9.72578861E-3,2.51119100E-2,1.32228667E-2,6.76531252E-3,8.28841887E-3,
166560.0000,-4.72094715E-2,-2.87464969E-2,2.75932197E-2,9.46918782E-3,9.97547340E-3,9.55370162E-3,
1.666E005,-5.80463260E-2,-6.90867426E-3,2.70018745E-2,8.14704224E-3,8.69796239E-3,8.89345631E-3,
166640.0000,-8.01512413E-3,-1.65373622E-3,2.55205464E-2,7.71522569E-3,8.53811111E-3,7.62660010E-3,
166680.0000,-9.05880257E-2,8.78510345E-3,2.31649168E-2,1.10237561E-2,9.23184212E-3,9.17103980E-3,
166720.0000,-1.40626267E-1,-2.30728313E-2,2.68345717E-2,1.16899190E-2,8.71102046E-3,7.63289863E-3,
166760.0000,-9.34716240E-2,6.25861576E-3,2.64340322E-2,1.18971756E-2,8.18868354E-3,7.50491954E-3,
1.668E005,-3.83020304E-2,-2.01369971E-2,2.69231107E-2,1.16789686E-2,8.01225100E-3,9.04857833E-3,
166840.0000,-7.81679377E-2,-1.78866182E-2,2.75704879E-2,1.34469522E-2,8.57018679E-3,8.52543768E-3,
166880.0000,1.11595094E-2,-1.76243782E-2,2.99317185E-2,9.22931824E-3,9.80672333E-3,8.26544315E-3,
166920.0000,-4.66324243E-4,-2.84363553E-2,2.90544368E-2,1.27569204E-2,7.83865806E-3,8.76851939E-3,
166960.0000,-3.57181691E-2,1.15438772E-3,3.04121617E-2,1.21096037E-2,8.89698602E-3,8.66032578E-3,
1.67E05,-1.86783285E-3,-4.76343706E-2,2.50154156E-2,7.91011192E-3,6.21919846E-3,9.67576075E-3,
167040.0000,-6.26217201E-2,-3.30746993E-2,2.81283166E-2,1.36131709E-2,8.20089225E-3,8.52317736E-3,
167080.0000,-9.86998901E-2,-1.72082502E-2,2.90305316E-2,9.67914145E-3,9.22138803E-3,7.24081462E-3,
167120.0000,3.18084843E-2,2.17924491E-2,2.82832645E-2,1.23101827E-2,7.11070234E-3,5.82649000E-3,
167160.0000,-4.01156247E-2,3.73106869E-3,2.84377784E-2,1.16789695E-2,7.65063846E-3,9.04854015E-3,
1.672E005,-5.28938398E-2,-7.11811334E-3,2.72249021E-2,9.02317092E-3,8.53172783E-3,8.27008206E-3,
167240.0000,-7.36902207E-2,-3.38018648E-2,2.75705159E-2,1.07900612E-2,7.47696683E-3,9.55906697E-3,
167280.0000,-8.45285133E-2,-2.04435419E-2,2.46270113E-2,9.46063921E-3,8.18563066E-3,9.16855037E-3,
167320.0000,-6.96015880E-2,-2.85904631E-2,2.72361394E-2,1.12318033E-2,7.30310893E-3,7.75013492E-3,
167360.0000,4.83672135E-2,-1.78866182E-2,2.80936155E-2,1.14553450E-2,6.05587289E-3,6.45836070E-3,
1.674E005,-5.80462664E-2,-9.68811102E-3,2.66560968E-2,1.01019265E-2,6.94198627E-3,6.98101660E-3,
167440.0000,-1.55748520E-2,-6.96873153E-3,2.57518943E-2,5.92881301E-3,4.80406033E-3,8.25855508E-3,
167480.0000,-1.24149621E-1,-4.29510744E-3,2.56151725E-2,9.22928471E-3,8.90705362E-3,9.55638289E-3,
167520.0000,-8.03951621E-2,-2.28357315E-2,2.75591780E-2,9.44763422E-3,6.76040119E-3,1.00634061E-2,
167560.0000,-2.63701356E-3,-6.94848504E-3,2.48363987E-2,1.12318033E-2,5.50918374E-3,8.65074247E-3,
1.676E005,1.13347461E-2,-3.89515199E-2,2.71690506E-2,9.47358366E-3,7.11856270E-3,8.13324656E-3,
167640.0000,-1.40065640E-1,-1.52085358E-2,2.71802116E-2,1.01111718E-2,1.10270670E-2,7.10704131E-3,
167680.0000,-7.56338658E-3,-4.30302881E-3,2.72025391E-2,1.22757405E-2,6.58377213E-3,6.08290220E-3,
167720.0000,-7.37902373E-2,-4.29914240E-3,2.62556765E-2,1.10236900E-2,9.24923457E-3,8.39775894E-3,
167760.0000,-5.10664955E-2,-1.73716657E-2,2.49642432E-2,9.23351664E-3,8.72406736E-3,7.75228161E-3,
1.678E005,-6.04806878E-2,-3.45658585E-2,2.80474070E-2,8.12156498E-3,8.36504437E-3,9.55366343E-3,
167840.0000,-1.80899240E-2,-1.74549296E-2,2.68235449E-2,6.82358351E-3,8.17347132E-3,8.64351168E-3,
167880.0000,-8.16999078E-2,-4.30716202E-3,2.62664538E-2,1.27688749E-2,7.29238195E-3,1.00576719E-2,
167920.0000,1.87895503E-2,-3.10342368E-2,2.61093881E-2,1.18418662E-2,7.64218019E-3,7.23287836E-3,
167960.0000,-8.00144523E-2,-2.56863534E-2,2.62880642E-2,8.78047664E-3,8.72406736E-3,7.23084854E-3,
1.68E05,-4.30515930E-2,-1.80669427E-2,2.67795380E-2,1.07750911E-2,8.88699666E-3,8.28152709E-3,
168040.0000,-4.23310623E-2,-2.02379469E-2,2.66560949E-2,1.23159429E-2,8.71749874E-3,5.82648953E-3,
168080.0000,2.52945032E-2,-1.23496307E-2,2.89708506E-2,1.03245508E-2,9.07315966E-3,9.55377892E-3,
168120.0000,-4.62806970E-2,-1.22962547E-2,2.35136729E-2,1.25393700E-2,9.07660089E-3,9.56447516E-3,
168160.0000,-8.28632489E-2,-2.27194838E-2,2.54044868E-2,1.07601974E-2,8.37440602E-3,7.99669605E-3,
1.682E005,5.19579351E-2,-3.13757882E-2,2.56885756E-2,1.05423965E-2,1.01477336E-2,9.16334242E-3,
168240.0000,-2.24627554E-3,-1.72082521E-2,2.72249281E-2,7.69121200E-3,7.12112524E-3,7.88444467E-3,
168280.0000,-7.36901909E-2,6.38041040E-3,2.67905518E-2,9.68794432E-3,8.91040545E-3,6.85868412E-3,
168320.0000,1.18274353E-2,9.51689843E-4,2.53420267E-2,9.02727153E-3,6.76040119E-3,6.60423189E-3,
168360.0000,1.84928980E-2,-2.30727829E-2,2.59520151E-2,1.21039730E-2,7.63658807E-3,7.49873416E-3,
1.684E005,-1.50120549E-3,-3.32532302E-2,2.73359343E-2,8.12880229E-3,7.11070234E-3,8.40243883E-3,
168440.0000,-5.28938398E-2,-6.90862536E-3,2.62664799E-2,8.35874490E-3,9.06972028E-3,9.16081853E-3,
168480.0000,4.84756893E-3,-4.28343378E-3,2.75591780E-2,1.10083772E-2,8.36501829E-3,8.00997298E-3,
168520.0000,-7.21497834E-2,1.93902683E-2,2.53941342E-2,9.87034943E-3,6.74806675E-3,7.61813065E-3,
168560.0000,1.85464583E-2,-3.59859765E-2,2.75478493E-2,9.69683006E-3,1.12155834E-2,6.71957154E-3,
1.686E005,-7.68037364E-2,-2.02378966E-2,2.66341716E-2,1.01298196E-2,6.58140518E-3,6.47425419E-3,
168640.0000,-7.68037662E-2,1.15438772E-3,2.70351991E-2,1.20982835E-2,7.30041694E-3,7.88663235E-3,
168680.0000,3.21181603E-2,-1.24037694E-2,2.77146231E-2,8.80031753E-3,9.78814345E-3,9.05103609E-3,
168720.0000,-5.44211492E-2,-1.46561181E-2,2.63205077E-2,1.14767719E-2,7.29235541E-3,1.01935398E-2,
168760.0000,-6.44250214E-2,8.78510345E-3,2.68235747E-2,1.03293024E-2,8.55735224E-3,1.03412699E-2,
1.688E005,-2.14126483E-2,-1.60406239E-3,2.71913577E-2,1.01065626E-2,8.89698695E-3,1.01936162E-2,
168840.0000,-2.01211385E-2,-6.90862536E-3,2.93862671E-2,9.00684018E-3,7.12115178E-3,7.25481752E-3,
168880.0000,-9.05880630E-2,-1.77980848E-2,2.67575886E-2,1.09829046E-2,8.34942237E-3,6.21611020E-3,
168920.0000,-2.42507644E-2,-2.28358302E-2,2.55205762E-2,9.23771970E-3,8.53489153E-3,8.02114420E-3,
168960.0000,-6.17546365E-2,-2.24909224E-2,2.72910688E-2,9.02317185E-3,8.73715803E-3,9.55370162E-3,
1.69E05,-1.02496296E-1,1.17252078E-2,2.62988135E-2,1.01065626E-2,9.41815693E-3,9.29087214E-3,
169040.0000,2.53477376E-2,3.68576474E-3,2.73583960E-2,1.10186357E-2,9.23881680E-3,9.67304688E-3,
169080.0000,-5.32690436E-2,-6.92838524E-3,2.58457214E-2,1.21039730E-2,9.25272144E-3,8.40247702E-3,
169120.0000,-8.00955575E-4,-9.47149005E-3,2.84144226E-2,1.12265842E-2,1.08513478E-2,5.94985392E-3,
169160.0000,-4.66353493E-4,-2.05480382E-2,2.67357323E-2,9.03141033E-3,7.83865806E-3,7.24688591E-3,
1.692E005,-3.95652987E-2,-2.22678669E-2,2.58881468E-2,9.20007937E-3,8.34631082E-3,8.53972044E-3,
169240.0000,-4.01156247E-2,-1.24037201E-2,2.58775614E-2,8.14704224E-3,9.43233073E-3,8.78075883E-3,
169280.0000,-2.85064932E-2,-6.90862536E-3,2.58881468E-2,9.22515616E-3,8.00031517E-3,8.00552964E-3,
169320.0000,-6.87682405E-2,-1.47892283E-2,2.62449067E-2,1.03626642E-2,7.82412384E-3,9.56175104E-3,
169360.0000,-8.71446654E-2,-1.21398857E-2,2.70019025E-2,8.33995827E-3,6.92927325E-3,7.11483229E-3,
1.694E005,-4.30515930E-2,-6.88905409E-3,2.55415700E-2,7.91360904E-3,1.15537969E-2,6.84935413E-3,
169440.0000,5.10615334E-2,-9.72578954E-3,2.63205059E-2,1.08051095E-2,6.58861874E-3,6.08455623E-3,
169480.0000,-2.62663923E-2,-1.20889945E-2,2.50154436E-2,8.14707484E-3,7.47423200E-3,8.02118238E-3,
169520.0000,1.85981560E-2,-9.50650964E-3,2.58987434E-2,1.03055602E-2,8.35877191E-3,7.38094375E-3,
169560.0000,-2.93004476E-2,-1.79761630E-2,2.60879230E-2,1.27749108E-2,8.01227707E-3,8.91085248E-3,
1.696E005,-5.10664992E-2,-1.73716657E-2,2.40800623E-2,7.46892905E-3,5.51306363E-3,9.16847307E-3,
169640.0000,3.18084545E-2,-3.93905230E-2,2.64232177E-2,1.14393895E-2,1.01324096E-2,9.55102220E-3,
169680.0000,1.86968949E-2,9.79590695E-4,2.64015347E-2,1.14446487E-2,6.76533859E-3,9.16851219E-3,
169720.0000,-2.62663327E-2,-2.58228369E-2,2.81630196E-2,9.67025943E-3,9.96036828E-3,7.88878277E-3,
169760.0000,-3.66338380E-2,-1.52085861E-2,2.77373344E-2,8.12886748E-3,7.83571973E-3,6.08956115E-3,
1.698E005,-6.92139938E-2,-1.47892283E-2,2.69686915E-2,1.07850665E-2,8.18863045E-3,5.69816958E-3,
169840.0000,-1.12438552E-1,-2.08702479E-2,2.65904944E-2,8.78447574E-3,8.35253578E-3,9.15821828E-3,
169880.0000,-4.01156805E-2,-2.52866540E-2,2.69465782E-2,1.05716018E-2,7.46871671E-3,8.64592008E-3,
169920.0000,5.11203287E-3,-1.21398848E-2,2.71467008E-2,9.46918782E-3,7.46321026E-3,1.07147340E-2,
169960.0000,-7.23518506E-2,-2.85904109E-2,2.62019243E-2,1.10032717E-2,7.83574674E-3,7.62449112E-3,
1.7E05,-4.10642512E-2,-1.65373599E-3,2.63096839E-2,8.77252314E-3,7.84154516E-3,8.65556952E-3,
170040.0000,-8.01506173E-3,-1.46561656E-2,2.56570354E-2,9.45190992E-3,8.55411589E-3,6.34604832E-3,
170080.0000,-3.75793725E-2,-2.24910192E-2,2.73023397E-2,9.25038755E-3,5.51110972E-3,7.75868911E-3,
170120.0000,5.85784903E-3,-1.46561656E-2,2.71913577E-2,7.46562611E-3,1.01246731E-2,9.56712570E-3,
170160.0000,-1.25358358E-1,-1.49256438E-2,2.62557026E-2,1.16355568E-2,9.23878979E-3,1.03237899E-2,
1.702E005,-8.62479731E-2,3.87009722E-3,2.35329811E-2,8.35123193E-3,8.52530170E-3,8.89841933E-3,
170240.0000,-6.72724992E-2,-2.78387386E-2,2.59200670E-2,9.01907403E-3,7.64503237E-3,9.29083396E-3,
170280.0000,-2.35067792E-2,-1.49949891E-2,2.78468002E-2,8.58917460E-3,1.05157495E-2,7.11483276E-3,
170320.0000,1.87439509E-2,-4.29116935E-3,2.80935615E-2,9.88846552E-3,8.00629053E-3,8.26548319E-3,
170360.0000,-4.10642438E-2,1.93903185E-2,2.50401944E-2,9.42190830E-3,7.65349763E-3,6.59888471E-3,
1.704E005,-4.93758284E-2,-2.22678203E-2,2.77145971E-2,9.21681337E-3,8.73062015E-3,7.25678401E-3,
170440.0000,-8.45285207E-2,-2.59611178E-2,2.64448561E-2,1.09930774E-2,8.71755183E-3,6.46541407E-3,
170480.0000,5.61682601E-3,-3.03759649E-2,2.64231898E-2,9.69245005E-3,8.90705269E-3,8.89838021E-3,
170520.0000,-1.67913456E-2,3.55356256E-3,2.82599349E-2,1.14553450E-2,6.93183299E-3,9.56447423E-3,
170560.0000,3.21180969E-2,-1.72894932E-2,2.73583960E-2,8.58535990E-3,7.82412384E-3,8.26088805E-3,
1.706E005,-1.00237720E-1,-4.05985378E-2,2.58246046E-2,1.16463844E-2,9.05949809E-3,7.23878108E-3,
170640.0000,-8.39071423E-2,-1.51365176E-2,2.55101435E-2,1.18861282E-2,9.98308416E-3,8.01442284E-3,
170680.0000,-4.51691188E-2,-2.02379450E-2,2.81167105E-2,8.57374258E-3,8.89033265E-3,8.26774258E-3,
170720.0000,-4.51662317E-2,3.64115974E-3,2.62557026E-2,8.55061319E-3,8.53813812E-3,7.50491954E-3,
170760.0000,1.21307774E-2,-1.20386621E-2,2.45766491E-2,8.78044404E-3,8.17344524E-3,8.14447738E-3,
1.708E005,-2.24627554E-3,-1.47892777E-2,2.55520567E-2,1.01204701E-2,8.53811111E-3,8.91587324E-3,
170840.0000,3.24474834E-2,-3.08666732E-2,2.64340583E-2,9.46489442E-3,8.17651395E-3,1.00634061E-2,
170880.0000,-8.34423825E-2,-1.26846181E-2,2.62448788E-2,1.07750902E-2,9.26325284E-3,8.40006024E-3,
170920.0000,-1.44327823E-2,-4.40407805E-2,2.51324978E-2,9.43473540E-3,9.09026526E-3,7.10895890E-3,
170960.0000,-4.72095013E-2,-1.48569969E-2,2.67685577E-2,9.45194345E-3,7.46593578E-3,5.69670647E-3,
1.71E05,1.21307150E-2,-1.22434795E-2,2.73584221E-2,7.92068057E-3,9.25274845E-3,9.41034220E-3,
171040.0000,-2.93004476E-2,-4.31558350E-3,2.58563086E-2,1.09930784E-2,6.74806675E-3,9.29603912E-3,
171080.0000,-5.81008270E-2,9.17094294E-3,2.84611471E-2,1.03198038E-2,9.96036828E-3,8.77341069E-3,
171120.0000,-6.35998622E-2,1.12439238E-3,2.87814215E-2,1.01158516E-2,7.99434818E-3,1.04511315E-2,
171160.0000,-8.01506173E-3,-4.55768220E-2,2.60986909E-2,7.24357087E-3,7.48252217E-3,8.64351075E-3,
1.712E005,-4.20424044E-2,1.70711670E-2,2.85920501E-2,8.57374258E-3,5.52482205E-3,7.49658467E-3,
171240.0000,1.85464248E-2,-3.85231040E-2,2.61911992E-2,9.45190992E-3,1.01631889E-2,7.12271919E-3,
171280.0000,-5.56093156E-2,-2.30728835E-2,2.68345438E-2,1.03579126E-2,6.40253490E-3,8.14682059E-3,
171320.0000,-1.67913772E-2,-2.63863634E-2,2.49539688E-2,7.48549402E-3,1.03042144E-2,8.52072611E-3,
171360.0000,1.86483096E-2,-1.68939412E-3,2.56991051E-2,8.80031753E-3,1.14044342E-2,9.15825646E-3,
1.714E005,1.87895503E-2,-4.30721184E-3,2.55101435E-2,1.03340587E-2,9.25272144E-3,9.54303052E-3,
171440.0000,-2.66372003E-2,3.46785830E-3,2.68125292E-2,8.56601726E-3,6.93177991E-3,8.25851690E-3,
171480.0000,4.57463088E-3,-1.62918109E-3,2.69686617E-2,8.79238825E-3,8.00634455E-3,7.88444467E-3,
171520.0000,-7.83832297E-2,3.68586299E-3,2.78696623E-2,7.90655240E-3,8.38067755E-3,8.40247795E-3,
171560.0000,-2.93004811E-2,-2.59611700E-2,2.65796259E-2,1.03339925E-2,9.62299202E-3,8.27695243E-3,
1.716E005,-2.69905403E-2,-5.21518253E-2,2.49233581E-2,9.67468228E-3,8.02123453E-3,9.55642108E-3,
171640.0000,-6.78141117E-2,-3.00584584E-2,2.67795101E-2,7.69117940E-3,8.90702661E-3,9.30128992E-3,
171680.0000,1.84376258E-2,-2.81338785E-2,2.56885756E-2,7.69124506E-3,8.53813812E-3,9.15825740E-3,
171720.0000,-6.51401728E-2,1.41247036E-2,2.62880363E-2,1.12110218E-2,8.89033265E-3,8.76848213E-3,
171760.0000,-3.85559462E-2,-1.50652891E-2,2.58351453E-2,7.45244883E-3,8.36811773E-3,7.62027455E-3,
1.718E005,3.22801992E-2,-9.68816131E-3,2.62341741E-2,1.12422593E-2,9.79928207E-3,8.01891554E-3,
171840.0000,-1.33586777E-2,-2.00373176E-2,2.72137020E-2,1.07950615E-2,8.18258058E-3,8.54214467E-3,
171880.0000,-8.45285207E-2,3.55351344E-3,2.69908421E-2,9.45194345E-3,1.04957251E-2,7.74802826E-3,
171920.0000,1.15043111E-2,-3.34337950E-2,2.61094142E-2,9.67025943E-3,8.00629053E-3,1.02050686E-2,
171960.0000,3.06587736E-3,8.43377202E-4,2.78354138E-2,1.14340717E-2,7.47696636E-3,8.63866042E-3,
1.72E05,-9.45795421E-3,-3.02162394E-2,2.43880991E-2,1.20983161E-2,8.36186670E-3,9.55373980E-3,
172040.0000,-1.55748520E-2,-3.19042616E-2,2.76804548E-2,9.45628900E-3,1.03237638E-2,7.74799054E-3,
172080.0000,-2.74887774E-2,-1.73716657E-2,2.82715261E-2,1.01111727E-2,8.53175391E-3,8.01668782E-3,
172120.0000,-4.01156582E-2,-3.43712717E-2,2.64340583E-2,6.81765191E-3,6.76284265E-3,6.99643930E-3,
172160.0000,-1.55748548E-2,-2.54182685E-2,2.68015787E-2,9.25457384E-3,8.01225100E-3,8.54210649E-3,
1.722E005,-1.36684164E-1,-2.82842368E-2,2.62234248E-2,9.88840032E-3,8.00924376E-3,9.04854015E-3,
172240.0000,-4.20424342E-2,-3.57903577E-2,2.45766211E-2,7.91360904E-3,5.87261748E-3,8.78071971E-3,
172280.0000,-8.01506173E-3,-1.66576623E-3,2.43881252E-2,8.11427645E-3,1.05077038E-2,1.08543029E-2,
172320.0000,-2.83708945E-2,1.16313426E-2,2.60986630E-2,6.81761932E-3,9.42526385E-3,8.65311734E-3,
172360.0000,-5.57522960E-2,-1.20387096E-2,2.46542748E-2,7.47554516E-3,7.99143501E-3,8.15135427E-3,
1.724E005,2.52427347E-2,-9.65084787E-3,2.77032144E-2,8.80430359E-3,7.84157217E-3,7.24281184E-3,
172440.0000,-6.07585162E-2,-1.49255460E-2,2.62449346E-2,8.34002346E-3,8.53811111E-3,9.05618630E-3,
172480.0000,-7.37903044E-2,-1.59131701E-3,2.73583960E-2,9.90207680E-3,8.72734282E-3,8.16723146E-3,
172520.0000,-2.01211087E-2,-1.51365669E-2,2.66341735E-2,1.03292698E-2,8.17347132E-3,9.16341972E-3,
172560.0000,-9.17588547E-2,6.25861576E-3,2.50154436E-2,5.48960874E-3,8.19785614E-3,1.08389370E-2,
1.726E005,-4.30516228E-2,3.68586299E-3,2.42292769E-2,7.91004580E-3,8.19788221E-3,1.02049913E-2,
172640.0000,5.11200028E-3,-2.01369487E-2,2.65795998E-2,9.25886445E-3,7.85035547E-3,8.27461015E-3,
172680.0000,-4.74299341E-2,-9.50646214E-3,2.60025971E-2,9.65701882E-3,7.29232887E-3,7.10692676E-3,
172720.0000,-7.56338472E-3,-7.09603867E-3,2.51633488E-2,7.89244846E-3,6.58859219E-3,6.73432508E-3,
172760.0000,1.88767817E-2,-3.02162394E-2,2.62664258E-2,7.67073268E-3,7.63653498E-3,7.88011216E-3,
1.728E005,-1.06462367E-1,-1.71279702E-2,2.47855652E-2,1.03674550E-2,8.54773261E-3,9.56178922E-3,
172840.0000,1.87895205E-2,-7.03114178E-3,2.30799075E-2,1.01158852E-2,6.76040072E-3,1.03092706E-2,
