Labels,NQ D 600 nm 400 us Delta OD KV 1_75 Ar 20 disparos,
Type,LP Time Scan,
Comment,,
Start,0.00,
Stop,399960.0000,
Step,40.00,
Fixed/Offset, ,
XAxis,Time,
YAxis,Delta OD,

189640.0000,-2.54677957E-6,
189680.0000,-1.10625049E-4,
189720.0000,1.08906497E-4,
189760.0000,1.20272010E-3,
1.898E005,1.07489635E-4,
189840.0000,-2.13970566E-6,
189880.0000,-4.44597041E-4,
189920.0000,1.42130512E-3,
189960.0000,1.20236853E-3,
1.9E05,7.64223398E-4,
190040.0000,-1.83121767E-6,
190080.0000,2.40553822E-3,
190120.0000,1.53083156E-3,
190160.0000,-2.20497486E-6,
1.902E005,1.53088127E-3,
190240.0000,7.62013253E-4,
190280.0000,1.09235418E-3,
190320.0000,1.96912955E-3,
190360.0000,7.63712975E-4,
1.904E005,1.09274674E-3,
190440.0000,2.18735961E-3,
190480.0000,1.75024779E-3,
190520.0000,2.07889942E-3,
190560.0000,-7.68410042E-4,
1.906E005,8.73681798E-4,
190640.0000,6.54199335E-4,
190680.0000,1.09564957E-4,
190720.0000,2.62530404E-3,
190760.0000,1.64044544E-3,
1.908E005,2.16486165E-4,
190840.0000,7.63531716E-4,
190880.0000,9.82192694E-4,
190920.0000,-1.31553342E-3,
190960.0000,1.20236853E-3,
1.91E05,-1.13438342E-4,
191040.0000,1.64057326E-3,
191080.0000,2.17442706E-4,
191120.0000,1.42126158E-3,
191160.0000,1.20208669E-3,
1.912E005,6.54408068E-4,
191240.0000,1.53085962E-3,
191280.0000,-2.08324892E-3,
191320.0000,2.18732702E-3,
191360.0000,1.09284488E-3,
1.914E005,1.20254187E-3,
191440.0000,2.16616740E-4,
191480.0000,3.27668473E-4,
191520.0000,1.53087662E-3,
191560.0000,1.85903208E-3,
1.916E005,1.09235407E-3,
191640.0000,-4.01269108E-6,
191680.0000,-8.73497804E-4,
191720.0000,1.31194014E-3,
191760.0000,3.26213485E-4,
1.918E005,5.45014918E-4,
191840.0000,3.24137683E-4,
191880.0000,6.54473377E-4,
191920.0000,-4.39159572E-4,
191960.0000,1.53098407E-3,
1.92E05,1.08182139E-4,
192040.0000,-1.14342256E-4,
192080.0000,-3.31324874E-4,
192120.0000,-1.08654072E-4,
192160.0000,1.31183420E-3,
1.922E005,8.72639357E-4,
192240.0000,2.18622922E-3,
192280.0000,1.85921963E-3,
192320.0000,2.62677972E-3,
192360.0000,6.54342701E-4,
1.924E005,-2.92101731E-6,
192440.0000,6.52525807E-4,
192480.0000,2.17475274E-4,
192520.0000,9.82822967E-4,
192560.0000,2.84492341E-3,
1.926E005,-2.88842216E-6,
192640.0000,2.17728593E-4,
192680.0000,1.64044544E-3,
192720.0000,-2.20519792E-6,
192760.0000,-4.37773764E-4,
1.928E005,5.45893738E-4,
192840.0000,5.44713344E-4,
192880.0000,3.39312362E-3,
192920.0000,5.45454503E-4,
192960.0000,4.34230809E-4,
1.93E05,9.82286176E-4,
193040.0000,-2.22504430E-4,
193080.0000,1.64036534E-3,
193120.0000,1.86043070E-3,
193160.0000,2.07911548E-3,
1.932E005,4.35880502E-4,
193240.0000,8.73988261E-4,
193280.0000,1.53081457E-3,
193320.0000,6.55690790E-4,
193360.0000,1.05060411E-4,
1.934E005,1.96974515E-3,
193440.0000,1.85906200E-3,
193480.0000,1.09877787E-4,
193520.0000,1.31180161E-3,
193560.0000,1.85915711E-3,
1.936E005,3.61924855E-8,
193640.0000,-4.40193311E-4,
193680.0000,-1.11427886E-4,
193720.0000,1.09277945E-3,
193760.0000,1.53092644E-3,
1.938E005,-1.12264119E-4,
193840.0000,2.95271049E-3,
193880.0000,3.25597794E-4,
193920.0000,-2.19532449E-4,
193960.0000,1.64034020E-3,
1.94E05,2.18833005E-3,
194040.0000,3.25630477E-4,
194080.0000,2.40830542E-3,
194120.0000,1.09297549E-3,
194160.0000,2.18854123E-3,
1.942E005,-4.44597186E-4,
194240.0000,1.42123108E-3,
194280.0000,4.36078903E-4,
194320.0000,1.31177914E-3,
194360.0000,1.85969612E-3,
1.944E005,5.46868541E-4,
194440.0000,-2.95372411E-6,
194480.0000,-4.07804237E-6,
194520.0000,-6.58697565E-4,
194560.0000,6.55033626E-4,
1.946E005,3.27054295E-4,
194640.0000,4.35551541E-4,
194680.0000,-3.63778281E-6,
194720.0000,2.29727919E-3,
194760.0000,-1.11091555E-4,
1.948E005,6.54408010E-4,
194840.0000,-5.51509380E-4,
194880.0000,1.09330169E-3,
194920.0000,2.16837798E-4,
194960.0000,1.53090153E-3,
1.95E05,-5.49361459E-4,
195040.0000,1.96876074E-3,
195080.0000,1.74953614E-3,
195120.0000,-1.13939233E-4,
195160.0000,2.17475274E-4,
1.952E005,3.83075164E-3,
195240.0000,1.64036534E-3,
195280.0000,-1.39196698E-6,
195320.0000,2.16551460E-4,
195360.0000,-1.09132321E-3,
1.954E005,5.43660834E-4,
195440.0000,-1.20708824E-3,
195480.0000,-1.53521821E-3,
195520.0000,2.07814667E-3,
195560.0000,1.20243896E-3,
1.956E005,1.09369238E-3,
195640.0000,3.25922185E-4,
195680.0000,1.86011090E-3,
195720.0000,1.74990657E-3,
195760.0000,7.63169024E-4,
1.958E005,-4.45051235E-4,
195840.0000,-2.23299765E-4,
195880.0000,1.74997421E-3,
195920.0000,8.73714394E-4,
195960.0000,1.64025277E-3,
1.96E05,-7.63316231E-4,
196040.0000,2.84730131E-3,
196080.0000,8.73067824E-4,
196120.0000,1.85915711E-3,
196160.0000,2.07983796E-3,
1.962E005,1.42137869E-3,
196240.0000,-9.89951543E-4,
196280.0000,9.83135076E-4,
196320.0000,6.55033684E-4,
196360.0000,1.20279030E-3,
1.964E005,4.34230722E-4,
196440.0000,2.18839548E-3,
196480.0000,2.07848009E-3,
196520.0000,-8.81725457E-4,
196560.0000,-3.31847667E-4,
1.966E005,6.54166681E-4,
196640.0000,4.34527843E-4,
196680.0000,2.84592295E-3,
196720.0000,1.53080677E-3,
196760.0000,9.83009348E-4,
1.968E005,5.45014918E-4,
196840.0000,8.73407640E-4,
196880.0000,1.09196058E-3,
196920.0000,2.07883399E-3,
196960.0000,1.53088907E-3,
1.97E05,1.85979158E-3,
197040.0000,1.31189730E-3,
197080.0000,3.27893824E-4,
197120.0000,2.16486267E-4,
197160.0000,1.05407926E-4,
1.972E005,1.31166272E-3,
197240.0000,1.42130279E-3,
197280.0000,1.31169334E-3,
197320.0000,1.53102633E-3,
197360.0000,2.51596817E-3,
1.974E005,-7.68977334E-4,
197440.0000,-4.07804237E-6,
197480.0000,2.84457975E-3,
197520.0000,2.16167071E-4,
197560.0000,2.29686825E-3,
1.976E005,8.72914214E-4,
197640.0000,9.83604928E-4,
197680.0000,1.09291018E-3,
197720.0000,3.26439564E-4,
197760.0000,-5.46836935E-4,
1.978E005,2.73707788E-3,
197840.0000,-3.29986797E-4,
197880.0000,8.73407640E-4,
197920.0000,1.64044544E-3,
197960.0000,2.16518674E-4,
1.98E05,-9.89262364E-4,
198040.0000,1.75082439E-3,
198080.0000,8.73100536E-4,
198120.0000,1.53078977E-3,
198160.0000,-1.31835707E-3,
1.982E005,1.42133317E-3,
198240.0000,-1.12296708E-4,
198280.0000,-2.22009287E-4,
198320.0000,8.74512596E-4,
198360.0000,-1.09953420E-4,
1.984E005,6.57700817E-4,
198440.0000,-5.54720737E-6,
198480.0000,-7.70080427E-4,
198520.0000,-1.13101196E-4,
198560.0000,-9.87393665E-4,
1.986E005,3.27054207E-4,
198640.0000,5.44778653E-4,
198680.0000,2.40730494E-3,
198720.0000,7.62656971E-4,
198760.0000,6.54616684E-4,
1.988E005,1.07456952E-4,
198840.0000,1.96860544E-3,
198880.0000,3.26537411E-4,
198920.0000,-4.41615615E-4,
198960.0000,2.14921587E-4,
1.99E05,1.20261218E-3,
199040.0000,5.45723073E-4,
199080.0000,-5.50483877E-4,
199120.0000,1.09277957E-3,
199160.0000,-2.21579568E-4,
1.992E005,1.53080677E-3,
199240.0000,4.33668843E-4,
199280.0000,1.85969612E-3,
199320.0000,9.82916215E-4,
199360.0000,1.31168321E-3,
1.994E005,1.31185458E-3,
199440.0000,-1.10625049E-4,
199480.0000,4.41787478E-7,
199520.0000,6.55209296E-4,
199560.0000,3.28184280E-4,
1.996E005,7.64075085E-4,
199640.0000,2.51554488E-3,
199680.0000,1.08149376E-4,
199720.0000,1.31211092E-3,
199760.0000,1.07110485E-4,
1.998E005,1.31202559E-3,
199840.0000,-2.92101731E-6,
199880.0000,2.40530563E-3,
199920.0000,4.36374918E-4,
199960.0000,1.31168321E-3,
2E05,1.96885108E-3,
200040.0000,1.63998071E-3,
200080.0000,8.73528479E-4,
200120.0000,1.09199341E-3,
200160.0000,1.31159741E-3,
2.002E005,1.74994394E-3,
200240.0000,1.64026010E-3,
200280.0000,3.27086862E-4,
200320.0000,-4.39224968E-4,
200360.0000,7.64042430E-4,
2.004E005,3.26795911E-4,
200440.0000,1.64046034E-3,
200480.0000,1.06861626E-4,
200520.0000,1.08149477E-4,
200560.0000,2.73584388E-3,
2.006E005,2.07811408E-3,
200640.0000,6.55307202E-4,
200680.0000,3.60846217E-3,
200720.0000,6.55625656E-4,
200760.0000,-7.72387604E-4,
2.008E005,-3.31814925E-4,
200840.0000,1.64040539E-3,
200880.0000,1.42138556E-3,
200920.0000,2.95311376E-3,
200960.0000,-3.31815070E-4,
2.01E05,1.64063857E-3,
201040.0000,1.31181173E-3,
201080.0000,3.39023513E-3,
201120.0000,3.17327469E-3,
201160.0000,-5.50963916E-4,
2.012E005,1.74980867E-3,
201240.0000,1.07456952E-4,
201280.0000,1.07457061E-4,
201320.0000,4.35023627E-4,
201360.0000,4.35056252E-4,
2.014E005,4.34462563E-4,
201440.0000,7.64371594E-4,
201480.0000,2.62495060E-3,
201520.0000,1.20268250E-3,
201560.0000,1.31196040E-3,
2.016E005,-1.42309989E-3,
201640.0000,1.31227134E-3,
201680.0000,1.74984126E-3,
201720.0000,2.62764702E-3,
201760.0000,-1.08654072E-4,
2.018E005,2.51684873E-3,
201840.0000,1.64029270E-3,
201880.0000,5.47541305E-4,
201920.0000,1.09235418E-3,
201960.0000,6.55515352E-4,
2.02E05,1.42136589E-3,
202040.0000,1.85960077E-3,
202080.0000,1.96854793E-3,
202120.0000,1.85928226E-3,
202160.0000,1.09169772E-3,
2.022E005,-2.19689473E-3,
202240.0000,1.42132258E-3,
202280.0000,8.74261837E-4,
202320.0000,2.17156659E-4,
202360.0000,-5.54592581E-4,
2.024E005,8.72331497E-4,
202440.0000,-7.70713785E-4,
202480.0000,2.40547303E-3,
202520.0000,-1.42976595E-3,
202560.0000,1.20240636E-3,
2.026E005,5.45893796E-4,
202640.0000,1.09248504E-3,
202680.0000,2.40763649E-3,
202720.0000,-8.83517321E-4,
202760.0000,2.29875394E-3,
2.028E005,9.83135076E-4,
202840.0000,3.27635847E-4,
202880.0000,2.07856530E-3,
202920.0000,3.26439476E-4,
202960.0000,-6.58632140E-4,
2.03E05,9.83637408E-4,
203040.0000,-4.11066230E-6,
203080.0000,2.29560491E-3,
203120.0000,6.54792588E-4,
203160.0000,1.53098709E-3,
2.032E005,-8.75838043E-4,
203240.0000,6.54968375E-4,
203280.0000,-8.78215535E-4,
203320.0000,4.34560556E-4,
203360.0000,-3.63778281E-6,
2.034E005,-3.26308684E-4,
203440.0000,1.74973870E-3,
203480.0000,9.82631696E-4,
203520.0000,6.55450043E-4,
203560.0000,-2.19225697E-3,
2.036E005,-2.17239608E-6,
203640.0000,2.73300288E-3,
203680.0000,2.07817927E-3,
203720.0000,6.53925177E-4,
203760.0000,1.85931486E-3,
2.038E005,3.27668473E-4,
203840.0000,-4.39741794E-4,
203880.0000,-1.09888220E-4,
203920.0000,1.64029270E-3,
203960.0000,-5.48402953E-4,
2.04E05,1.20264979E-3,
204040.0000,3.27701127E-4,
204080.0000,3.27345188E-4,
204120.0000,-5.50451165E-4,
204160.0000,1.20211940E-3,
2.042E005,2.29751761E-3,
204240.0000,1.09333429E-3,
204280.0000,-1.12264235E-4,
204320.0000,-6.59204437E-4,
204360.0000,-4.40613076E-4,
2.044E005,-5.47989388E-4,
204440.0000,7.64830853E-4,
204480.0000,6.56872056E-4,
204520.0000,-1.08654072E-4,
204560.0000,2.16453569E-4,
2.046E005,6.53781579E-4,
204640.0000,7.65126781E-4,
204680.0000,1.42133317E-3,
204720.0000,8.74173944E-4,
204760.0000,1.64006045E-3,
2.048E005,2.51936843E-3,
204840.0000,9.83446720E-4,
204880.0000,1.42142875E-3,
204920.0000,9.82948812E-4,
204960.0000,-1.12698908E-4,
2.05E05,-2.41428334E-3,
205040.0000,2.51675094E-3,
205080.0000,9.84138926E-4,
205120.0000,6.56106626E-4,
205160.0000,8.73988320E-4,
2.052E005,2.40480830E-3,
205240.0000,-1.20093487E-3,
205280.0000,1.09307340E-3,
205320.0000,-2.18675879E-4,
205360.0000,-4.39192285E-4,
2.054E005,2.18112109E-4,
205440.0000,1.07868596E-4,
205480.0000,-4.37773764E-4,
205520.0000,1.09219545E-4,
205560.0000,1.09304080E-3,
2.056E005,-1.31627149E-3,
205640.0000,-2.22504561E-4,
205680.0000,1.08116808E-4,
205720.0000,8.73867655E-4,
205760.0000,1.09271414E-3,
2.058E005,2.29919958E-3,
205840.0000,1.74977130E-3,
205880.0000,4.35847847E-4,
205920.0000,9.82757658E-4,
205960.0000,-2.20324509E-4,
2.06E05,-4.42619290E-4,
206040.0000,2.51417886E-3,
206080.0000,2.07802886E-3,
206120.0000,8.74665508E-4,
206160.0000,9.84171522E-4,
2.062E005,7.63712917E-4,
206240.0000,6.55833632E-4,
206280.0000,-3.28617956E-4,
206320.0000,1.10222863E-4,
206360.0000,4.35056252E-4,
2.064E005,-7.63880962E-4,
206440.0000,2.51809065E-3,
206480.0000,1.20197819E-3,
206520.0000,-1.10256427E-4,
206560.0000,7.63894059E-4,
2.066E005,1.20250415E-3,
206640.0000,-3.28650611E-4,
206680.0000,1.04745362E-4,
206720.0000,1.09310600E-3,
206760.0000,-1.53680565E-3,
2.068E005,4.35584137E-4,
206840.0000,4.36078903E-4,
206880.0000,1.31202559E-3,
206920.0000,3.28797207E-4,
206960.0000,7.64798198E-4,
2.07E05,-1.12264119E-4,
207040.0000,8.73802404E-4,
207080.0000,-3.04197528E-7,
207120.0000,3.27635847E-4,
207160.0000,1.20289298E-3,
2.072E005,-8.79438885E-4,
207240.0000,-7.66143145E-4,
207280.0000,-2.17327470E-4,
207320.0000,1.96885108E-3,
207360.0000,1.31207833E-3,
2.074E005,1.09294278E-3,
207440.0000,1.20279531E-3,
207480.0000,5.47103700E-4,
207520.0000,-4.39676398E-4,
207560.0000,2.95385555E-3,
2.076E005,2.17156572E-4,
207640.0000,-1.09391473E-3,
207680.0000,1.09258317E-3,
207720.0000,2.73394841E-3,
207760.0000,-1.75178517E-3,
2.078E005,-2.17755049E-4,
207840.0000,1.64017279E-3,
207880.0000,1.09391997E-3,
207920.0000,1.64065359E-3,
207960.0000,1.20274769E-3,
2.08E05,2.29748478E-3,
208040.0000,9.83260805E-4,
208080.0000,3.27279966E-4,
208120.0000,1.09310600E-3,
208160.0000,4.37985611E-4,
2.082E005,9.84013663E-4,
208240.0000,4.35056339E-4,
208280.0000,6.55033626E-4,
208320.0000,2.18721433E-3,
208360.0000,-4.45326850E-6,
2.084E005,8.74447403E-4,
208440.0000,1.74973870E-3,
208480.0000,1.64009305E-3,
208520.0000,5.47071162E-4,
208560.0000,-1.20302651E-3,
2.086E005,-5.50996512E-4,
208640.0000,1.64015812E-3,
208680.0000,8.74141406E-4,
208720.0000,-1.11026311E-4,
208760.0000,1.96888368E-3,
2.088E005,4.34230809E-4,
208840.0000,1.20323838E-3,
208880.0000,-3.17138690E-3,
208920.0000,-4.40226169E-4,
208960.0000,1.96999195E-3,
2.09E05,1.64020539E-3,
209040.0000,-2.19434573E-4,
209080.0000,-1.10690278E-4,
209120.0000,2.18079454E-4,
209160.0000,1.06135245E-4,
2.092E005,3.24203167E-4,
209240.0000,-1.53521821E-3,
209280.0000,4.34792135E-4,
209320.0000,1.42145914E-3,
209360.0000,1.64024543E-3,
2.094E005,1.08182037E-4,
209440.0000,1.64017279E-3,
209480.0000,-3.27706570E-4,
209520.0000,-4.40678094E-4,
209560.0000,-1.20576541E-3,
2.096E005,-2.84705218E-3,
209640.0000,6.53847004E-4,
209680.0000,1.09264872E-3,
209720.0000,6.54649339E-4,
209760.0000,1.20212452E-3,
2.098E005,1.64049305E-3,
209840.0000,1.74960599E-3,
209880.0000,6.55033626E-4,
209920.0000,9.82822967E-4,
209960.0000,-1.09657703E-3,
2.1E05,7.65520032E-4,
210040.0000,7.63894059E-4,
210080.0000,9.82757658E-4,
210120.0000,1.06514934E-4,
210160.0000,7.65159319E-4,
2.102E005,1.09261600E-3,
210240.0000,-1.09454908E-4,
210280.0000,1.09251763E-3,
210320.0000,-7.67243386E-4,
210360.0000,1.09238678E-3,
2.104E005,5.46803349E-4,
210440.0000,7.64223340E-4,
210480.0000,1.09258317E-3,
210520.0000,-4.45326850E-6,
210560.0000,-8.76464415E-4,
2.106E005,6.55307202E-4,
210640.0000,-1.42313249E-3,
210680.0000,1.85883930E-3,
210720.0000,1.64020539E-3,
210760.0000,2.07739579E-3,
2.108E005,-8.78810766E-4,
210840.0000,-2.17754918E-4,
210880.0000,1.20201614E-3,
210920.0000,4.35847905E-4,
210960.0000,7.63531716E-4,
2.11E05,-8.76961043E-4,
211040.0000,1.53093424E-3,
211080.0000,7.64255994E-4,
211120.0000,1.42151723E-3,
211160.0000,1.20162487E-3,
2.112E005,-1.10243924E-3,
211240.0000,3.17534455E-3,
211280.0000,7.64256052E-4,
211320.0000,5.48010925E-4,
211360.0000,1.07457061E-4,
2.114E005,-1.09849544E-3,
211440.0000,1.64016546E-3,
211480.0000,5.44240349E-4,
211520.0000,1.96900661E-3,
211560.0000,1.59179933E-6,
2.116E005,8.74632911E-4,
211640.0000,2.40683812E-3,
211680.0000,1.53078523E-3,
211720.0000,2.17475172E-4,
211760.0000,7.63499003E-4,
2.118E005,3.28024267E-4,
211840.0000,5.46633149E-4,
211880.0000,3.27603193E-4,
211920.0000,1.63999863E-3,
211960.0000,-5.44351584E-4,
2.12E05,-1.09487555E-4,
212040.0000,8.75211088E-4,
212080.0000,9.83730424E-4,
212120.0000,-1.86378827E-6,
212160.0000,1.09277945E-3,
2.122E005,8.74359685E-4,
212240.0000,9.83451726E-4,
212280.0000,2.19066103E-4,
212320.0000,8.74479942E-4,
212360.0000,-2.21644979E-4,
2.124E005,-1.09920882E-4,
212440.0000,-3.29073897E-4,
212480.0000,1.20275270E-3,
212520.0000,-7.68977334E-4,
212560.0000,3.26795911E-4,
2.126E005,-2.18610716E-4,
212640.0000,-4.35809809E-4,
212680.0000,-5.20417734E-6,
212720.0000,1.42127462E-3,
212760.0000,1.20257959E-3,
2.128E005,9.84171405E-4,
212840.0000,1.64025277E-3,
212880.0000,3.26828478E-4,
212920.0000,-8.80067295E-4,
212960.0000,8.74086109E-4,
2.13E05,-4.39257652E-4,
213040.0000,4.36868926E-4,
213080.0000,5.44982322E-4,
213120.0000,2.18671421E-3,
213160.0000,-9.84873855E-4,
2.132E005,1.96738122E-3,
213240.0000,1.75000925E-3,
213280.0000,1.53076963E-3,
213320.0000,8.73593730E-4,
213360.0000,2.19766560E-4,
2.134E005,7.63383112E-4,
213440.0000,6.55450101E-4,
213480.0000,-6.57586206E-4,
213520.0000,-4.40160744E-4,
213560.0000,2.16551547E-4,
2.136E005,1.08873850E-4,
213640.0000,2.18750490E-3,
213680.0000,-5.48979966E-4,
213720.0000,4.35782567E-4,
213760.0000,9.83702717E-4,
2.138E005,4.37690353E-4,
213840.0000,5.48043405E-4,
213880.0000,2.07751314E-3,
213920.0000,-3.32827062E-6,
213960.0000,5.46835945E-4,
2.14E05,-9.85527760E-4,
214040.0000,6.53428782E-4,
214080.0000,8.74359626E-4,
214120.0000,-1.09469390E-3,
214160.0000,1.09339948E-3,
2.142E005,1.20250415E-3,
214240.0000,-6.54357427E-4,
214280.0000,1.75010972E-3,
214320.0000,-2.18182962E-4,
214360.0000,2.16551460E-4,
2.144E005,-1.31274853E-3,
214440.0000,8.73867713E-4,
214480.0000,2.19953567E-4,
214520.0000,5.44982322E-4,
214560.0000,-1.53525104E-3,
2.146E005,6.53396070E-4,
214640.0000,1.08560736E-4,
214680.0000,2.95395334E-3,
214720.0000,-3.30443465E-4,
214760.0000,-2.21612281E-4,
2.148E005,3.26180889E-4,
214840.0000,9.84421815E-4,
214880.0000,5.45251183E-4,
214920.0000,-3.30051902E-4,
214960.0000,1.31210079E-3,
2.15E05,1.31218613E-3,
215040.0000,1.20264990E-3,
215080.0000,4.38018149E-4,
215120.0000,-6.61300437E-4,
215160.0000,-3.29106435E-4,
2.152E005,-5.45881107E-4,
215240.0000,-4.11066230E-6,
215280.0000,4.35847905E-4,
215320.0000,-6.53250783E-4,
215360.0000,3.27345100E-4,
2.154E005,1.20275270E-3,
215440.0000,-6.60251826E-4,
215480.0000,2.73457961E-3,
215520.0000,9.83479433E-4,
215560.0000,-2.20818838E-4,
2.156E005,4.34132788E-4,
215640.0000,4.80760727E-3,
215680.0000,-2.23299648E-4,
215720.0000,1.09565059E-4,
215760.0000,7.66027777E-4,
2.158E005,5.43497270E-4,
215840.0000,3.27054295E-4,
215880.0000,-5.48468204E-4,
215920.0000,4.36309783E-4,
215960.0000,1.74980634E-3,
2.16E05,7.66240351E-4,
216040.0000,8.73561075E-4,
216080.0000,2.29789666E-3,
216120.0000,-1.31835684E-3,
216160.0000,-1.09135557E-3,
2.162E005,-1.64671277E-3,
216240.0000,-6.55970769E-4,
216280.0000,3.28829803E-4,
216320.0000,1.09372498E-3,
216360.0000,1.53066625E-3,
2.164E005,1.20272010E-3,
216440.0000,7.64617638E-4,
216480.0000,-1.42093864E-3,
216520.0000,-4.39224823E-4,
216560.0000,2.20904840E-4,
2.166E005,6.55274547E-4,
216640.0000,-1.64592382E-3,
216680.0000,-3.30933050E-4,
216720.0000,2.18144662E-4,
216760.0000,8.74327030E-4,
2.168E005,9.83167789E-4,
216840.0000,1.31186470E-3,
216880.0000,-7.67842866E-4,
216920.0000,9.83167789E-4,
216960.0000,1.42133993E-3,
2.17E05,-1.09989592E-3,
217040.0000,4.32906672E-4,
217080.0000,1.20257959E-3,
217120.0000,3.25856905E-4,
217160.0000,-3.31390154E-4,
2.172E005,3.25954781E-4,
217240.0000,-1.64359156E-3,
217280.0000,7.64404191E-4,
217320.0000,1.10255482E-4,
217360.0000,1.06449617E-4,
2.174E005,-3.30476003E-4,
217440.0000,8.73835059E-4,
217480.0000,-5.42315713E-4,
217520.0000,1.06384206E-4,
217560.0000,1.31223886E-3,
2.176E005,8.47067270E-7,
217640.0000,9.83135076E-4,
217680.0000,-1.64270622E-3,
217720.0000,1.31163001E-3,
217760.0000,1.53086113E-3,
2.178E005,-1.08286527E-4,
217840.0000,8.73988203E-4,
217880.0000,-9.88016371E-4,
217920.0000,1.08560736E-4,
217960.0000,6.54649339E-4,
2.18E05,1.75017992E-3,
218040.0000,-5.47413074E-4,
218080.0000,1.64033275E-3,
218120.0000,1.31186470E-3,
218160.0000,-1.39196698E-6,
2.182E005,2.29724660E-3,
218240.0000,7.64682889E-4,
218280.0000,7.64946279E-4,
218320.0000,-1.20502291E-3,
218360.0000,1.74974103E-3,
2.184E005,-2.19006266E-4,
218440.0000,-5.47956850E-4,
218480.0000,-2.09132512E-3,
218520.0000,-1.76073844E-3,
218560.0000,-1.63805485E-3,
2.186E005,-2.22471834E-4,
218640.0000,1.53088907E-3,
218680.0000,-7.70648592E-4,
218720.0000,1.74980634E-3,
218760.0000,-4.41163225E-4,
2.188E005,-6.53820287E-4,
218840.0000,1.31175865E-3,
218880.0000,1.42139615E-3,
218920.0000,-6.55970769E-4,
218960.0000,1.07554901E-4,
2.19E05,-6.53820112E-4,
219040.0000,-1.74696965E-3,
219080.0000,1.42136810E-3,
219120.0000,-1.97501946E-3,
219160.0000,2.73297052E-3,
2.192E005,-1.09527796E-3,
219240.0000,1.42131804E-3,
219280.0000,1.42138102E-3,
219320.0000,-1.21048256E-3,
219360.0000,6.54584030E-4,
2.194E005,8.73407698E-4,
219440.0000,-5.46424068E-4,
219480.0000,-1.53297081E-3,
219520.0000,1.64029270E-3,
219560.0000,-1.86589640E-3,
2.196E005,5.46161958E-4,
219640.0000,-1.31127692E-3,
219680.0000,-2.74030864E-3,
219720.0000,-1.63883984E-3,
219760.0000,5.46397700E-4,
2.198E005,-4.41163080E-4,
219840.0000,1.42139394E-3,
219880.0000,9.84171522E-4,
219920.0000,3.26504814E-4,
219960.0000,9.83512029E-4,
2.2E05,1.07901171E-4,
220040.0000,-2.21117618E-4,
220080.0000,-1.53366500E-3,
220120.0000,-1.11927526E-4,
220160.0000,-5.49491670E-4,
2.202E005,1.64029270E-3,
220240.0000,-3.28194728E-4,
220280.0000,-1.75341510E-3,
220320.0000,-5.47445787E-4,
220360.0000,-3.26828740E-4,
2.204E005,9.82538331E-4,
220440.0000,1.53074611E-3,
220480.0000,-2.16046290E-4,
220520.0000,1.07175867E-4,
220560.0000,-5.52055601E-4,
2.206E005,-2.51723267E-3,
220640.0000,9.83107253E-4,
220680.0000,1.42138556E-3,
220720.0000,2.62182322E-3,
220760.0000,1.31194014E-3,
2.208E005,-7.66143319E-4,
220840.0000,2.17156659E-4,
220880.0000,1.20197830E-3,
220920.0000,7.64256052E-4,
220960.0000,4.34759451E-4,
2.21E05,3.26148293E-4,
221040.0000,-2.13981730E-6,
221080.0000,-7.67276273E-4,
221120.0000,1.53090153E-3,
221160.0000,3.27377755E-4,
2.212E005,5.46868541E-4,
221240.0000,-8.72840115E-4,
221280.0000,-4.43105266E-4,
221320.0000,-8.77091312E-4,
221360.0000,1.75014476E-3,
2.214E005,-4.34845570E-4,
221440.0000,-8.71753669E-4,
221480.0000,6.54825126E-4,
221520.0000,-6.60824939E-4,
221560.0000,5.45185874E-4,
2.216E005,3.24137683E-4,
221640.0000,6.56106626E-4,
221680.0000,1.42125716E-3,
221720.0000,-7.69010105E-4,
221760.0000,1.64031796E-3,
2.218E005,1.53086428E-3,
221840.0000,5.45356655E-4,
221880.0000,1.20243896E-3,
221920.0000,-9.84841259E-4,
221960.0000,2.73647672E-3,
2.22E05,1.74963858E-3,
222040.0000,-1.79842414E-6,
222080.0000,1.53084402E-3,
222120.0000,-8.75276804E-4,
222160.0000,2.40640435E-3,
2.222E005,5.45487273E-4,
222240.0000,-5.48914715E-4,
222280.0000,1.08939144E-4,
222320.0000,1.42144621E-3,
222360.0000,1.20264478E-3,
2.224E005,-8.75211612E-4,
222440.0000,2.07739579E-3,
222480.0000,5.47306321E-4,
222520.0000,-1.09454908E-4,
222560.0000,1.07803251E-4,
2.226E005,3.27345188E-4,
222640.0000,-7.65044300E-4,
222680.0000,1.31210079E-3,
222720.0000,4.36375005E-4,
222760.0000,1.09369238E-3,
2.228E005,1.85960077E-3,
222840.0000,-5.53596416E-4,
222880.0000,8.72914214E-4,
222920.0000,6.89444590E-8,
222960.0000,2.40713684E-3,
2.23E05,-4.42133838E-4,
223040.0000,1.31229148E-3,
223080.0000,2.16199667E-4,
223120.0000,-1.08654072E-4,
223160.0000,2.16805114E-4,
2.232E005,-1.12601003E-4,
223240.0000,-4.38675575E-4,
223280.0000,-2.20324626E-4,
223320.0000,-2.95361247E-6,
223360.0000,8.73188837E-4,
2.234E005,2.17156659E-4,
223440.0000,1.31216366E-3,
223480.0000,-2.19225721E-3,
223520.0000,3.25856905E-4,
223560.0000,9.84078855E-4,
2.236E005,-1.86670851E-3,
223640.0000,8.74480000E-4,
